index,easting,northing,vs30,uncertainty,source
18390,1.5699885e+06,5.1795605e+06,165.54759,0.5,cpt
18391,1.874716e+06,5.819016e+06,136.1372,0.5,cpt
18392,1.9301129e+06,5.604764e+06,168.4847,0.5,cpt
18393,1.7556444e+06,5.928323e+06,134.97797,0.5,cpt
18394,1.80339e+06,5.817533e+06,157.61832,0.5,cpt
18395,1.803045e+06,5.817132e+06,144.87341,0.5,cpt
18396,1.803102e+06,5.8169e+06,169.54063,0.5,cpt
18397,1.5702751e+06,5.1795665e+06,144.3651,0.5,cpt
18398,1.5725631e+06,5.1823195e+06,219.18707,0.5,cpt
18399,1.884472e+06,5.824475e+06,150.66241,0.5,cpt
18400,1.7712221e+06,5.8726915e+06,101.30232,0.5,cpt
18401,1.7714046e+06,5.872784e+06,118.71829,0.5,cpt
18402,1.5680625e+06,5.179223e+06,136.61853,0.5,cpt
18403,1.9245351e+06,5.779395e+06,165.42265,0.5,cpt
18404,1.9245602e+06,5.7792905e+06,151.21548,0.5,cpt
18405,1.9272504e+06,5.7807825e+06,176.69527,0.5,cpt
18406,1.9259425e+06,5.778514e+06,191.85202,0.5,cpt
18407,1.9258929e+06,5.778506e+06,217.98224,0.5,cpt
18408,1.9290114e+06,5.604983e+06,151.32684,0.5,cpt
18409,1.765704e+06,5.9188905e+06,222.99417,0.5,cpt
18410,1.758562e+06,5.9032475e+06,177.6376,0.5,cpt
18411,1.483863e+06,5.3779305e+06,188.13483,0.5,cpt
18412,1.4843318e+06,5.3774015e+06,224.67938,0.5,cpt
18413,1.5150555e+06,5.365819e+06,183.01306,0.5,cpt
18414,1.8794032e+06,5.824056e+06,156.6339,0.5,cpt
18415,1.8793996e+06,5.824096e+06,162.40402,0.5,cpt
18417,1.8049244e+06,5.816513e+06,189.2149,0.5,cpt
18418,1.8045958e+06,5.816359e+06,177.51114,0.5,cpt
18419,1.5715165e+06,5.1786485e+06,156.40175,0.5,cpt
18420,1.884457e+06,5.824505e+06,160.8416,0.5,cpt
18421,1.884413e+06,5.824425e+06,145.34245,0.5,cpt
18422,1.8158531e+06,5.806125e+06,169.96599,0.5,cpt
18423,1.9338576e+06,5.6210835e+06,165.01096,0.5,cpt
18424,1.7994712e+06,5.817374e+06,91.28783,0.5,cpt
18425,1.7994612e+06,5.8173215e+06,130.78671,0.5,cpt
18426,1.7008444e+06,5.633055e+06,203.89171,0.5,cpt
18427,1.7016792e+06,5.6329195e+06,131.3219,0.5,cpt
18428,1.7018029e+06,5.632899e+06,145.78198,0.5,cpt
18429,1.7444756e+06,5.9088375e+06,191.38501,0.5,cpt
18430,1.8384595e+06,5.9208375e+06,147.74911,0.5,cpt
18431,1.7017141e+06,5.632958e+06,164.35596,0.5,cpt
18432,1.7016315e+06,5.632896e+06,199.0603,0.5,cpt
18433,1.7016964e+06,5.632914e+06,212.26628,0.5,cpt
18434,1.7716498e+06,5.889251e+06,151.06853,0.5,cpt
18435,1.7566455e+06,5.9210955e+06,167.41716,0.5,cpt
18436,1.730612e+06,5.594937e+06,205.86336,0.5,cpt
18437,1.732049e+06,5.594557e+06,228.92789,0.5,cpt
18438,1.733132e+06,5.592956e+06,175.53941,0.5,cpt
18439,1.734651e+06,5.591872e+06,183.31573,0.5,cpt
18441,1.7990636e+06,5.822631e+06,158.3447,0.5,cpt
18442,1.7582418e+06,5.9200335e+06,134.13387,0.5,cpt
18443,1.569517e+06,5.187682e+06,216.99841,0.5,cpt
18444,1.569513e+06,5.187612e+06,164.96573,0.5,cpt
18445,1.7661989e+06,5.908983e+06,133.2927,0.5,cpt
18446,1.7537912e+06,5.882013e+06,179.08386,0.5,cpt
18447,1.7541542e+06,5.882452e+06,155.39342,0.5,cpt
18448,1.8843746e+06,5.824448e+06,162.9645,0.5,cpt
18449,1.8844336e+06,5.824428e+06,195.07867,0.5,cpt
18450,1.8844255e+06,5.824431e+06,176.44127,0.5,cpt
18451,1.8843785e+06,5.8244525e+06,166.92128,0.5,cpt
18452,1.7587408e+06,5.9188575e+06,164.92953,0.5,cpt
18453,1.5714118e+06,5.1793615e+06,159.35391,0.5,cpt
18454,1.8842418e+06,5.825086e+06,187.63031,0.5,cpt
18455,1.7583955e+06,5.9186325e+06,118.65785,0.5,cpt
18456,1.5750831e+06,5.1782155e+06,181.27327,0.5,cpt
18457,1.9314194e+06,5.60133e+06,151.67822,0.5,cpt
18458,1.9313348e+06,5.601261e+06,161.81548,0.5,cpt
18459,1.5751588e+06,5.1781755e+06,178.92952,0.5,cpt
18460,1.7203909e+06,6.04569e+06,140.97835,0.5,cpt
18461,1.8958805e+06,5.817879e+06,196.16255,0.5,cpt
18462,1.8173444e+06,5.801762e+06,182.34111,0.5,cpt
18463,1.8171425e+06,5.801641e+06,240.24947,0.5,cpt
18464,1.8173315e+06,5.801657e+06,140.75398,0.5,cpt
18465,1.7510511e+06,5.423648e+06,190.99657,0.5,cpt
18466,1.7566375e+06,5.9211875e+06,146.29298,0.5,cpt
18467,1.692698e+06,5.676339e+06,135.56702,0.5,cpt
18468,1.7191129e+06,6.0459085e+06,136.33374,0.5,cpt
18469,1.5733204e+06,5.197065e+06,224.30396,0.5,cpt
18470,1.802591e+06,5.821173e+06,132.00848,0.5,cpt
18471,1.7636838e+06,5.907259e+06,136.72662,0.5,cpt
18472,1.80664e+06,5.814301e+06,172.13306,0.5,cpt
18473,1.4065909e+06,4.916967e+06,121.06647,0.5,cpt
18474,1.7135134e+06,5.676662e+06,135.1171,0.5,cpt
18475,1.573053e+06,5.197277e+06,217.28767,0.5,cpt
18476,1.7569451e+06,5.903415e+06,147.3364,0.5,cpt
18477,1.573102e+06,5.197351e+06,207.49084,0.5,cpt
18478,1.759261e+06,5.9046775e+06,178.78041,0.5,cpt
18479,1.759304e+06,5.9041795e+06,161.2688,0.5,cpt
18480,1.5732535e+06,5.197264e+06,274.9351,0.5,cpt
18484,1.801146e+06,5.814893e+06,132.6911,0.5,cpt
18487,1.93172e+06,5.6173245e+06,161.16585,0.5,cpt
18488,1.7581782e+06,5.9200215e+06,164.5947,0.5,cpt
18489,1.7582178e+06,5.9200615e+06,123.25199,0.5,cpt
18490,1.758248e+06,5.920038e+06,148.55666,0.5,cpt
18491,1.7581871e+06,5.9200065e+06,164.92517,0.5,cpt
18492,1.8951141e+06,5.8192625e+06,222.26277,0.5,cpt
18493,1.8949228e+06,5.818848e+06,178.09413,0.5,cpt
18494,1.8857125e+06,5.823454e+06,122.43888,0.5,cpt
18495,1.8854576e+06,5.8236105e+06,122.607895,0.5,cpt
18497,1.8812209e+06,5.829661e+06,213.9045,0.5,cpt
18498,1.8011796e+06,5.8149095e+06,142.15479,0.5,cpt
18499,1.758987e+06,5.903021e+06,140.1154,0.5,cpt
18500,1.7590328e+06,5.902746e+06,160.59164,0.5,cpt
18501,1.7591931e+06,5.9029995e+06,132.85146,0.5,cpt
18502,1.7589609e+06,5.9029175e+06,148.7814,0.5,cpt
18503,1.4066131e+06,4.916878e+06,172.0999,0.5,cpt
18504,1.7555091e+06,5.9281355e+06,124.79318,0.5,cpt
18505,1.5700262e+06,5.1795165e+06,149.13101,0.5,cpt
18506,1.7535475e+06,5.445047e+06,222.88222,0.5,cpt
18507,1.753599e+06,5.44494e+06,160.57674,0.5,cpt
18508,1.7536316e+06,5.4449685e+06,163.97476,0.5,cpt
18509,1.9293739e+06,5.6008125e+06,204.69937,0.5,cpt
18510,1.8236246e+06,5.9292885e+06,150.3537,0.5,cpt
18511,1.823725e+06,5.9290955e+06,179.46771,0.5,cpt
18512,1.5693468e+06,5.1756615e+06,155.64589,0.5,cpt
18513,1.7366456e+06,5.9848165e+06,191.68877,0.5,cpt
18514,1.265057e+06,5.004843e+06,172.83424,0.5,cpt
18515,1.2650205e+06,5.0047365e+06,161.0547,0.5,cpt
18516,1.5711028e+06,5.180782e+06,225.52151,0.5,cpt
18517,1.7593625e+06,5.4363065e+06,211.24254,0.5,cpt
18518,1.7625342e+06,5.903714e+06,152.90932,0.5,cpt
18519,1.7624765e+06,5.903963e+06,157.9798,0.5,cpt
18520,1.7189512e+06,6.03431e+06,114.942665,0.5,cpt
18521,1.7947202e+06,5.771784e+06,157.79922,0.5,cpt
18522,1.7947729e+06,5.7721095e+06,140.949,0.5,cpt
18523,1.7660405e+06,5.9020805e+06,161.69595,0.5,cpt
18524,1.749102e+06,5.42909e+06,83.46617,0.5,cpt
18525,1.766025e+06,5.902056e+06,155.15367,0.5,cpt
18526,1.7485836e+06,5.4288695e+06,175.56514,0.5,cpt
18527,1.9370461e+06,5.621332e+06,261.70538,0.5,cpt
18528,1.7434326e+06,5.924989e+06,169.16626,0.5,cpt
18529,1.7433021e+06,5.924897e+06,148.47606,0.5,cpt
18530,1.7660861e+06,5.916072e+06,142.98904,0.5,cpt
18531,1.5921591e+06,5.480451e+06,186.7488,0.5,cpt
18532,1.7663775e+06,5.9158245e+06,125.26797,0.5,cpt
18533,1.7664091e+06,5.915953e+06,141.56172,0.5,cpt
18534,1.7538128e+06,5.9151095e+06,128.1808,0.5,cpt
18535,1.9297311e+06,5.604472e+06,235.34184,0.5,cpt
18536,1.9380056e+06,5.6104865e+06,188.29976,0.5,cpt
18537,1.9380356e+06,5.610453e+06,127.93358,0.5,cpt
18538,1.766365e+06,5.9021655e+06,151.92688,0.5,cpt
18539,2.0286816e+06,5.709756e+06,167.62762,0.5,cpt
18540,1.7662469e+06,5.9017755e+06,172.63573,0.5,cpt
18541,1.7568804e+06,5.9048905e+06,145.54984,0.5,cpt
18542,1.7569774e+06,5.9048355e+06,144.51413,0.5,cpt
18543,1.4047975e+06,4.9189e+06,238.91096,0.5,cpt
18544,1.766579e+06,5.916978e+06,137.29579,0.5,cpt
18545,1.7657331e+06,5.915197e+06,159.70203,0.5,cpt
18546,1.8260641e+06,5.869075e+06,161.83392,0.5,cpt
18547,1.7560441e+06,5.926037e+06,154.1164,0.5,cpt
18548,1.8172578e+06,5.5272435e+06,155.6719,0.5,cpt
18549,1.8178766e+06,5.527597e+06,144.12527,0.5,cpt
18550,1.569794e+06,5.1826765e+06,173.11165,0.5,cpt
18551,1.8175288e+06,5.5279745e+06,184.28323,0.5,cpt
18552,1.8173601e+06,5.527972e+06,196.05264,0.5,cpt
18553,1.7511719e+06,5.950906e+06,169.62973,0.5,cpt
18554,1.770921e+06,5.898072e+06,124.2777,0.5,cpt
18555,1.7650931e+06,5.9085295e+06,151.92157,0.5,cpt
18556,1.572509e+06,5.204682e+06,159.7496,0.5,cpt
18557,1.7656912e+06,5.9174935e+06,176.8616,0.5,cpt
18558,1.7656922e+06,5.917037e+06,180.15869,0.5,cpt
18559,1.7658818e+06,5.9172035e+06,163.63284,0.5,cpt
18560,1.8031684e+06,5.8060895e+06,150.23639,0.5,cpt
18561,1.8435196e+06,5.7856865e+06,191.97183,0.5,cpt
18562,1.8782646e+06,5.826215e+06,117.56988,0.5,cpt
18563,1.8782841e+06,5.826199e+06,167.42184,0.5,cpt
18564,1.7639262e+06,5.913261e+06,145.26562,0.5,cpt
18565,1.6801586e+06,5.404142e+06,147.7693,0.5,cpt
18569,1.8813462e+06,5.829218e+06,124.63563,0.5,cpt
18570,1.5702646e+06,5.179247e+06,227.58742,0.5,cpt
18571,1.573888e+06,5.190312e+06,205.13234,0.5,cpt
18572,1.574333e+06,5.190758e+06,213.82477,0.5,cpt
18573,1.573902e+06,5.190102e+06,204.28435,0.5,cpt
18574,1.9309374e+06,5.6064555e+06,173.13528,0.5,cpt
18575,1.5681879e+06,5.179458e+06,129.92868,0.5,cpt
18576,1.755401e+06,5.921874e+06,97.34143,0.5,cpt
18577,1.907189e+06,5.808175e+06,153.24776,0.5,cpt
18578,1.5714074e+06,5.181258e+06,148.35927,0.5,cpt
18579,1.6793038e+06,5.4041885e+06,226.53143,0.5,cpt
18580,1.7915338e+06,5.846332e+06,136.29753,0.5,cpt
18581,1.6234312e+06,5.43148e+06,192.8366,0.5,cpt
18582,1.8603231e+06,5.8555385e+06,130.60326,0.5,cpt
18583,1.619617e+06,5.4282635e+06,170.00624,0.5,cpt
18584,1.9309385e+06,5.615846e+06,177.75854,0.5,cpt
18585,1.572167e+06,5.177907e+06,168.80469,0.5,cpt
18586,1.5767025e+06,5.177197e+06,183.6103,0.5,cpt
18588,1.7685015e+06,5.468613e+06,170.41087,0.5,cpt
18589,1.5701126e+06,5.1810425e+06,159.98674,0.5,cpt
18590,1.6173049e+06,5.424395e+06,174.89894,0.5,cpt
18591,1.7602781e+06,5.433536e+06,185.26588,0.5,cpt
18592,1.8403181e+06,5.9201655e+06,141.45973,0.5,cpt
18593,1.5692939e+06,5.1758645e+06,143.57791,0.5,cpt
18594,1.4797726e+06,5.376894e+06,192.47015,0.5,cpt
18595,1.6978655e+06,5.6777805e+06,167.22984,0.5,cpt
18596,1.5692982e+06,5.175734e+06,129.26901,0.5,cpt
18597,1.8258004e+06,5.8859675e+06,126.8495,0.5,cpt
18598,1.7685944e+06,5.468635e+06,254.31038,0.5,cpt
18599,1.7684614e+06,5.4685455e+06,166.87715,0.5,cpt
18601,1.7683625e+06,5.468628e+06,219.53209,0.5,cpt
18602,1.5709469e+06,5.179492e+06,156.90512,0.5,cpt
18603,1.7567008e+06,5.904452e+06,142.8871,0.5,cpt
18604,1.7688691e+06,5.468654e+06,192.0196,0.5,cpt
18605,1.7589138e+06,5.434826e+06,199.21027,0.5,cpt
18606,1.5721948e+06,5.1820835e+06,157.06226,0.5,cpt
18607,1.5720641e+06,5.1821495e+06,136.53123,0.5,cpt
18608,1.5710424e+06,5.180792e+06,205.87425,0.5,cpt
18609,1.8173656e+06,5.8017465e+06,142.07635,0.5,cpt
18610,1.7594855e+06,5.4359525e+06,256.1129,0.5,cpt
18611,1.5681861e+06,5.1792665e+06,111.64471,0.5,cpt
18612,1.878226e+06,5.8262575e+06,112.6744,0.5,cpt
18613,1.7486532e+06,5.428665e+06,190.52863,0.5,cpt
18614,1.7685895e+06,5.4681945e+06,162.14905,0.5,cpt
18615,1.7582205e+06,5.905095e+06,152.08894,0.5,cpt
18616,1.81894e+06,5.805668e+06,160.28954,0.5,cpt
18617,1.7881026e+06,5.7549685e+06,164.24794,0.5,cpt
18618,1.5710654e+06,5.180805e+06,231.5613,0.5,cpt
18619,1.7565072e+06,5.9208995e+06,105.48344,0.5,cpt
18620,1.7668241e+06,5.468323e+06,197.1063,0.5,cpt
18621,1.9514195e+06,5.7921925e+06,154.22743,0.5,cpt
18622,1.7686028e+06,5.468166e+06,163.55568,0.5,cpt
18623,1.7686219e+06,5.4681935e+06,162.64597,0.5,cpt
18624,1.7575359e+06,5.9210525e+06,140.83502,0.5,cpt
18625,1.7574124e+06,5.9210965e+06,134.39415,0.5,cpt
18626,1.7574269e+06,5.9209925e+06,131.5047,0.5,cpt
18627,1.7574286e+06,5.92105e+06,163.23077,0.5,cpt
18628,1.7572565e+06,5.921082e+06,112.69995,0.5,cpt
18629,1.757702e+06,5.920992e+06,155.92075,0.5,cpt
18630,1.757626e+06,5.920875e+06,155.69649,0.5,cpt
18631,1.7576588e+06,5.920941e+06,137.56209,0.5,cpt
18633,1.9499455e+06,5.791061e+06,251.49646,0.5,cpt
18634,1.4085474e+06,4.917455e+06,140.06436,0.5,cpt
18635,1.873669e+06,5.818589e+06,150.01517,0.5,cpt
18636,1.868077e+06,5.829691e+06,132.70099,0.5,cpt
18637,1.873389e+06,5.818075e+06,149.88713,0.5,cpt
18638,1.873569e+06,5.818395e+06,118.24095,0.5,cpt
18639,1.873645e+06,5.818683e+06,132.81982,0.5,cpt
18640,1.5732629e+06,5.196975e+06,225.8498,0.5,cpt
18641,1.761731e+06,5.916354e+06,134.23538,0.5,cpt
18642,1.7593542e+06,5.905041e+06,141.44595,0.5,cpt
18643,1.762661e+06,5.907011e+06,114.76996,0.5,cpt
18644,1.7703969e+06,5.88234e+06,152.85777,0.5,cpt
18645,1.7702748e+06,5.882381e+06,136.07483,0.5,cpt
18646,1.7709239e+06,5.882522e+06,147.97673,0.5,cpt
18647,1.8029284e+06,5.811435e+06,174.44232,0.5,cpt
18648,1.258116e+06,5.004437e+06,165.14026,0.5,cpt
18649,1.9483352e+06,5.791586e+06,188.06061,0.5,cpt
18650,1.9485702e+06,5.791553e+06,158.11816,0.5,cpt
18651,1.7481825e+06,5.926823e+06,132.47314,0.5,cpt
18652,1.7592059e+06,5.9037675e+06,164.17664,0.5,cpt
18653,1.5766045e+06,5.17142e+06,101.24689,0.5,cpt
18654,1.5730832e+06,5.183158e+06,178.5735,0.5,cpt
18655,1.5700219e+06,5.1807895e+06,189.23076,0.5,cpt
18656,1.5700098e+06,5.1808275e+06,187.42044,0.5,cpt
18657,1.5700618e+06,5.181015e+06,171.52919,0.5,cpt
18658,1.8549885e+06,5.8790495e+06,134.46597,0.5,cpt
18659,1.7945541e+06,5.8349625e+06,151.12798,0.5,cpt
18660,1.5710606e+06,5.180778e+06,188.39365,0.5,cpt
18661,1.7501808e+06,5.424162e+06,199.76578,0.5,cpt
18662,1.7451592e+06,5.916007e+06,159.58292,0.5,cpt
18663,1.570539e+06,5.189205e+06,130.66692,0.5,cpt
18664,1.759201e+06,5.9036895e+06,179.34242,0.5,cpt
18665,1.7584801e+06,5.903534e+06,162.1012,0.5,cpt
18666,1.759128e+06,5.9040775e+06,146.47087,0.5,cpt
18667,1.9344075e+06,5.6214935e+06,159.24577,0.5,cpt
18668,1.571599e+06,5.179666e+06,139.11095,0.5,cpt
18669,1.7586556e+06,5.903225e+06,153.03285,0.5,cpt
18670,1.7591792e+06,5.9037405e+06,169.52148,0.5,cpt
18671,1.759285e+06,5.9030635e+06,132.83646,0.5,cpt
18672,1.7585929e+06,5.904856e+06,138.67583,0.5,cpt
18673,1.7582205e+06,5.905095e+06,152.08894,0.5,cpt
18674,1.7566999e+06,5.9044535e+06,142.8871,0.5,cpt
18675,1.759449e+06,5.9035445e+06,153.34306,0.5,cpt
18676,1.759326e+06,5.9039e+06,153.23514,0.5,cpt
18677,1.7593065e+06,5.904982e+06,148.81636,0.5,cpt
18678,1.7593765e+06,5.905006e+06,152.79965,0.5,cpt
18679,1.7583971e+06,5.9054845e+06,117.208145,0.5,cpt
18680,1.7591895e+06,5.903661e+06,177.19142,0.5,cpt
18681,1.7570782e+06,5.903868e+06,161.73335,0.5,cpt
18682,1.7576616e+06,5.903975e+06,132.99176,0.5,cpt
18683,1.757264e+06,5.9036875e+06,136.82077,0.5,cpt
18684,1.7568418e+06,5.903491e+06,149.98424,0.5,cpt
18685,1.7577939e+06,5.9037575e+06,145.50858,0.5,cpt
18686,1.7583632e+06,5.903353e+06,134.87195,0.5,cpt
18687,1.7580808e+06,5.9034175e+06,153.13712,0.5,cpt
18688,1.7578471e+06,5.903698e+06,143.20999,0.5,cpt
18689,1.572046e+06,5.204018e+06,166.54996,0.5,cpt
18690,1.572068e+06,5.203897e+06,255.12778,0.5,cpt
18691,1.9351144e+06,5.6221765e+06,179.16289,0.5,cpt
18692,1.9351102e+06,5.622131e+06,198.20627,0.5,cpt
18693,1.572333e+06,5.204411e+06,125.83893,0.5,cpt
18694,1.573299e+06,5.204563e+06,138.44318,0.5,cpt
18695,1.573002e+06,5.204823e+06,143.12833,0.5,cpt
18696,1.8920734e+06,5.813241e+06,144.34804,0.5,cpt
18697,1.573111e+06,5.205017e+06,149.74323,0.5,cpt
18698,1.573506e+06,5.204855e+06,136.0563,0.5,cpt
18699,1.572886e+06,5.205041e+06,159.8602,0.5,cpt
18700,1.8163479e+06,5.526851e+06,164.05127,0.5,cpt
18701,1.816507e+06,5.5273305e+06,181.85826,0.5,cpt
18702,1.7945398e+06,5.836886e+06,132.06686,0.5,cpt
18703,1.7946386e+06,5.8355785e+06,156.25584,0.5,cpt
18704,1.7946352e+06,5.83449e+06,165.83081,0.5,cpt
18705,1.7917495e+06,5.845822e+06,132.5732,0.5,cpt
18706,1.573043e+06,5.197265e+06,208.75117,0.5,cpt
18707,1.7934989e+06,5.8377455e+06,157.04175,0.5,cpt
18708,1.573074e+06,5.197344e+06,204.23814,0.5,cpt
18709,1.573274e+06,5.197201e+06,195.96971,0.5,cpt
18710,1.7641569e+06,5.910107e+06,120.645226,0.5,cpt
18711,1.759395e+06,5.9049275e+06,178.89761,0.5,cpt
18712,1.573255e+06,5.197407e+06,198.1266,0.5,cpt
18713,1.799088e+06,5.822569e+06,150.48523,0.5,cpt
18715,1.7517982e+06,5.91736e+06,138.90356,0.5,cpt
18716,1.7518378e+06,5.9176445e+06,145.98813,0.5,cpt
18717,1.8554146e+06,5.877024e+06,151.90118,0.5,cpt
18718,1.573127e+06,5.197376e+06,198.90962,0.5,cpt
18719,1.7570731e+06,5.9266245e+06,158.77132,0.5,cpt
18720,1.8794858e+06,5.819915e+06,135.89583,0.5,cpt
18721,1.8795701e+06,5.8197405e+06,84.35722,0.5,cpt
18722,1.8795711e+06,5.81964e+06,124.97554,0.5,cpt
18723,1.8796408e+06,5.8197455e+06,116.61305,0.5,cpt
18724,1.8796832e+06,5.8197075e+06,102.36266,0.5,cpt
18725,1.5683104e+06,5.205265e+06,189.78407,0.5,cpt
18726,1.873806e+06,5.81887e+06,136.79778,0.5,cpt
18727,1.8160502e+06,5.8061665e+06,161.54617,0.5,cpt
18729,1.7558679e+06,5.9353985e+06,208.99387,0.5,cpt
18730,1.5731125e+06,5.183188e+06,208.65428,0.5,cpt
18731,1.7582681e+06,5.9052335e+06,149.37509,0.5,cpt
18732,1.7584149e+06,5.905126e+06,136.06296,0.5,cpt
18733,1.7584449e+06,5.9049395e+06,141.79268,0.5,cpt
18734,1.7585221e+06,5.9046445e+06,161.92499,0.5,cpt
18735,1.7583321e+06,5.904663e+06,147.26817,0.5,cpt
18736,1.6786866e+06,6.0226225e+06,129.77966,0.5,cpt
18737,1.8793638e+06,5.820039e+06,138.36252,0.5,cpt
18738,1.2405221e+06,4.8490875e+06,167.6425,0.5,cpt
18739,1.6206274e+06,5.4294545e+06,133.16983,0.5,cpt
18740,1.6200531e+06,5.4293225e+06,181.0147,0.5,cpt
18741,1.56818e+06,5.179369e+06,146.40797,0.5,cpt
18743,1.768232e+06,5.903559e+06,213.89848,0.5,cpt
18744,1.7682709e+06,5.9034335e+06,158.59593,0.5,cpt
18745,1.7683221e+06,5.9032835e+06,162.75043,0.5,cpt
18746,1.7959394e+06,5.811324e+06,146.20811,0.5,cpt
18747,1.854564e+06,5.9012935e+06,187.79927,0.5,cpt
18748,1.8546114e+06,5.901262e+06,176.72525,0.5,cpt
18749,1.8545452e+06,5.9014005e+06,179.67659,0.5,cpt
18750,1.7960745e+06,5.8117705e+06,143.71617,0.5,cpt
18751,1.7959535e+06,5.8114865e+06,118.5511,0.5,cpt
18752,1.7540998e+06,5.8821365e+06,146.4724,0.5,cpt
18753,1.8002502e+06,5.821514e+06,178.54153,0.5,cpt
18754,1.8003358e+06,5.821499e+06,167.0751,0.5,cpt
18755,1.8003111e+06,5.821451e+06,156.871,0.5,cpt
18756,1.7997571e+06,5.813275e+06,141.97856,0.5,cpt
18757,1.5707452e+06,5.1803875e+06,215.27463,0.5,cpt
18758,1.759514e+06,5.905107e+06,127.83452,0.5,cpt
18759,1.7597166e+06,5.9049255e+06,165.90776,0.5,cpt
18760,1.7579661e+06,5.9044e+06,147.53517,0.5,cpt
18761,1.7581978e+06,5.904569e+06,149.07799,0.5,cpt
18762,1.7582271e+06,5.9047695e+06,131.58675,0.5,cpt
18763,1.4062149e+06,4.914604e+06,106.405945,0.5,cpt
18764,1.2582222e+06,5.0046675e+06,186.49916,0.5,cpt
18765,1.5707128e+06,5.180875e+06,164.90288,0.5,cpt
18767,1.9348165e+06,5.6212975e+06,158.85161,0.5,cpt
18768,1.5680912e+06,5.1792445e+06,147.74019,0.5,cpt
18769,1.7517756e+06,5.917385e+06,138.11447,0.5,cpt
18770,1.9262711e+06,5.602592e+06,166.36348,0.5,cpt
18771,1.8024866e+06,5.816172e+06,141.6537,0.5,cpt
18772,1.9303258e+06,5.605362e+06,149.33282,0.5,cpt
18773,1.571102e+06,5.17971e+06,223.75763,0.5,cpt
18774,1.5708525e+06,5.1814005e+06,164.94727,0.5,cpt
18775,1.8865604e+06,5.7725865e+06,104.89617,0.5,cpt
18776,1.7749928e+06,5.89474e+06,161.72408,0.5,cpt
18777,1.5692159e+06,5.1854855e+06,148.45305,0.5,cpt
18778,1.936447e+06,5.617808e+06,124.59688,0.5,cpt
18780,1.5709932e+06,5.1808705e+06,221.05525,0.5,cpt
18781,1.7599261e+06,5.43264e+06,213.0102,0.5,cpt
18782,1.760432e+06,5.906566e+06,148.15706,0.5,cpt
18783,1.766084e+06,5.904961e+06,144.20563,0.5,cpt
18784,1.8199515e+06,5.8031185e+06,176.419,0.5,cpt
18785,1.7565271e+06,5.9211255e+06,109.061714,0.5,cpt
18786,1.8201054e+06,5.802987e+06,167.96837,0.5,cpt
18787,1.8201661e+06,5.8029215e+06,171.28572,0.5,cpt
18788,1.8113839e+06,5.806464e+06,208.16226,0.5,cpt
18789,1.7584674e+06,5.904957e+06,140.31657,0.5,cpt
18790,1.7915311e+06,5.846256e+06,139.65578,0.5,cpt
18791,1.7919185e+06,5.845409e+06,173.82358,0.5,cpt
18792,1.8116354e+06,5.806156e+06,160.28456,0.5,cpt
18793,1.7937142e+06,5.8437055e+06,177.55406,0.5,cpt
18794,1.7932409e+06,5.838186e+06,208.3002,0.5,cpt
18795,1.7936822e+06,5.8378855e+06,193.34602,0.5,cpt
18796,1.7946258e+06,5.8366435e+06,127.40359,0.5,cpt
18797,1.7946016e+06,5.8343435e+06,150.28952,0.5,cpt
18798,1.8155864e+06,5.805921e+06,172.0589,0.5,cpt
18799,1.8150838e+06,5.805937e+06,167.4205,0.5,cpt
18800,1.767886e+06,5.900681e+06,181.21576,0.5,cpt
18801,1.7385215e+06,5.92904e+06,159.15575,0.5,cpt
18802,1.8175366e+06,5.805938e+06,155.94379,0.5,cpt
18803,1.8177049e+06,5.8058215e+06,178.51227,0.5,cpt
18804,1.7945845e+06,5.834802e+06,159.24362,0.5,cpt
18805,1.7946735e+06,5.8356955e+06,145.77704,0.5,cpt
18806,1.7595919e+06,5.905023e+06,161.41037,0.5,cpt
18807,1.791559e+06,5.846339e+06,126.55358,0.5,cpt
18808,1.7573206e+06,5.921114e+06,95.8324,0.5,cpt
18809,1.8194101e+06,5.8037475e+06,178.64809,0.5,cpt
18810,1.8161999e+06,5.80603e+06,170.14676,0.5,cpt
18811,1.9342739e+06,5.60865e+06,140.41928,0.5,cpt
18812,1.5706076e+06,5.1803325e+06,141.14755,0.5,cpt
18813,1.5705731e+06,5.1803075e+06,160.09143,0.5,cpt
18814,1.8161941e+06,5.805909e+06,191.4156,0.5,cpt
18815,1.7566044e+06,5.9211875e+06,120.477036,0.5,cpt
18816,1.5712786e+06,5.181361e+06,219.68065,0.5,cpt
18817,1.5706199e+06,5.1802435e+06,155.75278,0.5,cpt
18818,1.5706195e+06,5.1803745e+06,142.80798,0.5,cpt
18819,1.7602704e+06,5.903249e+06,134.56873,0.5,cpt
18820,1.567325e+06,5.177273e+06,140.87234,0.5,cpt
18821,1.7705708e+06,5.9027935e+06,144.99382,0.5,cpt
18822,1.7567976e+06,5.904706e+06,133.0915,0.5,cpt
18823,1.7568776e+06,5.90464e+06,136.97653,0.5,cpt
18824,1.756884e+06,5.9047595e+06,131.72336,0.5,cpt
18825,1.744607e+06,5.9158985e+06,171.9789,0.5,cpt
18826,1.570535e+06,5.180324e+06,152.00691,0.5,cpt
18827,1.5713591e+06,5.1954255e+06,151.35596,0.5,cpt
18828,1.8280862e+06,5.8811405e+06,89.809616,0.5,cpt
18829,1.788187e+06,5.7560695e+06,148.20331,0.5,cpt
