"x","y","longitude","latitude","Vs30","lnMeasUncer","QualityFlag","StationID","Source","Vs30_AhdiAK_noQ3_hyb09c","stDv_AhdiAK_noQ3_hyb09c","Vs30_YongCA_noQ3","stDv_YongCA_noQ3"
1242401.54122088,4849691.15987552,168.346923129967,-46.4115942190539,210,0.5,"Q3","ICCS","KaiserEtAl",335.279503497185,0.602886888230288,266.870166096091,0.4
1474971.95004507,5268398.43355856,171.472835397119,-42.7267436498381,210,0.5,"Q3","IFPS","KaiserEtAl",500,0.243194395377149,241.80869962047,0.307482445914323
1513058.011984,5365556.62434411,171.952545779134,-41.8571238705303,270,0.5,"Q3","INGS","KaiserEtAl",500,0.243194395377149,317.368444092771,0.33166247903554
1702864.12970798,5665212.4016215,174.190525475127,-39.1562201758391,330,0.5,"Q3","INHS","KaiserEtAl",455,0.545,202.125866002814,0.206820130727133
1761001.24681395,5433540.37280691,174.921116168111,-41.2335167820296,800,0.5,"Q3","INSS","KaiserEtAl",455,0.545,393,0.5
1472614.76227349,5268604.62516653,171.444100000119,-42.7245000028403,1200,0.5,"Q3","INZ","KaiserEtAl",690.974348966211,0.446036993981441,266.870166096091,0.4
1248001.61687553,5121831.1806071,168.611771771075,-43.9723371689495,1000,0.5,"Q3","JCWJ","KaiserEtAl",455,0.545,323.504047697085,0.407430975749267
1262509.69959959,5111354.012147,168.785473425072,-44.0732103618723,1500,0.5,"Q3","JCZ","KaiserEtAl",690.974348966211,0.446036993981441,547,0.5
1925350.90547161,5778417.70853422,176.709290186052,-38.0835149017966,220,0.2,"Q2","KAFS","KaiserEtAl",500,0.243194395377149,202.125866002814,0.206820130727133
1525972.58891304,5433177.98022095,172.116450716143,-41.2494201430347,210,0.5,"Q3","KARS","KaiserEtAl",240,0.243194395377149,198.64481157494,0.205256370217328
1681334.83381181,5354677.71404366,173.981410000119,-41.9556900034322,1000,0.5,"Q3","KEKS","KaiserEtAl",455,0.545,535.786417756242,0.380788655293195
1898405.93155811,5629391.52735826,176.466962458074,-39.4333710715949,760,0.5,"Q3","KFHS","KaiserEtAl",455,0.545,323.504047697085,0.407430975749267
1567141.7734097,5510341.44539759,172.611890000147,-40.5570400046211,900,0.5,"Q3","KHLS","KaiserEtAl",455,0.545,535.786417756242,0.380788655293195
1644344.38264489,5303895.62791407,173.538970000118,-42.4159800030631,600,0.5,"Q3","KHZ","KaiserEtAl",240,0.243194395377149,323.504047697085,0.407430975749267
1656113.92166554,5302719.24274189,173.682125211117,-42.4258120110544,1000,0.5,"Q3","KIKS","KaiserEtAl",183,0.217057738584898,202.125866002814,0.206820130727133
1570955.81055838,5180611.74297283,172.640580000106,-43.5268700022132,210,0.5,"Q3","KILS","KaiserEtAl",197,0.202629769603115,266.870166096091,0.4
